@relation review

@attribute sentence string
@attribute aspect {character,plot,neither}

@data
'I already knew the story thoroughly after many rereads but seeing it reinvented and imagined through Jim Kays artwork makes me love it all the moreMy favourite pages within this are The end papers which show the greenhouses and are just filled with life and vibrance and look so oldschool and cool I cant help but to smile at them The large imageNaturally this was always going to be brilliant ',plot
'I loved book when it came out in the illustrated edition and I love book just as much ',neither
'I already knew the story thoroughly after many rereads but seeing it reinvented and imagined through Jim Kays artwork makes me love it all the moreMy favourite pages within this are The end papers which show the greenhouses and are just filled with life and vibrance and look so oldschool and cool I cant help but to smile at them The large image of Harry flying through the rain a very beautiful and dynamic shot which I think truly shows the majesty and mayhem of Quidditch ',plot
' The large page all about Fawkes including some new facts and some stunning colours textures and artwork DIAGON ALLEY Always mad and beautiful D Cannot fault the creativity and attention to detail on these pages DThere were many other pages I over but those were the ones which really stood out to me and I know for sure Ill continue to buy each of these editions as and when they come out as they are stunning pieces and they really help to bring the story to life in a new format s of course',neither
'I want to start this with a HUGE statement which is im going to rate every single book of Harry Potter with stars ',neither
'i definitely didnt like this book as much as the first one about of the book didnt add anything to the plot or the world it dragged a lot in the middle i can see why its everybodys least favorite book in the Harry Potter series ',neither
'in any given day i would rate this book a starsHowever i still for some mysterious reason i gave it out of stars ',neither
'ive been reading fI want to start this with a HUGE statement which is im going to rate every single book of Harry Potter with stars ',neither
'i definitely didnt like this book as much as the first one about of the book didnt add anything to the plot or the world it dragged a lot in the middle i can see why its everybodys least favorite book in the Harry Potter series ',neither
'in any given day i would rate this book a starsHowever i still for some mysterious reason i gave it out of stars ',neither
'ive been reading few reviews for the Harry Potter series and people keep saying that they can definitely notice a flaws that cant be tolerated but they still let it slip by and after finishing every book they cannot help but adore it IT MUST BE MAGICJ K Rowling casts a spell on us to make us worship her books even with its Tiny flaws not just that she made us think of these flaws as a part of the mystical elements that contributed in creating the magical world she createdits really Odd and the only explanation for it is that Harry Potter series behold an exotic form of magic within its pages that will enchant the readers and bound them to it forever thus beware ',character
'In her second outing Rowling builds up her confidence and relationship with her publisher enough to begin her signature page number crawl ',plot
'Unfortunately for this book her chaotic plotting means that the further length just becomes more scattered moments ',neither
'Despite some interesting twists and concepts this is the weakest entry in the series ',neither
'It betrays a utilitarian sense of plot and worldbuilding in that it expands the story little ',neither
'Of course Rowling never really gets the process of streamIn her second outing Rowling builds up her confidence and relationship with her publisher enough to begin her signature page number crawl ',plot
'Unfortunately for this book her chaotic plotting means that the further length just becomes more scattered moments ',neither
'Despite some interesting twists and concepts this is the weakest entry in the series ',neither
'It betrays a utilitarian sense of plot and worldbuilding in that it expands the story little ',neither
'Of course Rowling never really gets the process of streamlining or simplification into her literary arsenal but later books in the series come to use her meandering style more to her benefitThe movies probably your better betMy Fantasy Book Suggestions ',character
'Of course this gets another rating but this was probably a little higher than the first book overall as I just loved seeing more of the characters and the classes and world ',character
'I cant help but adore these characters and the creature in the chamber will always unnerve and scare me to this day because of how much it did when I was a child ',character
